1257,1187
1790,1349
1019,1201
749,15
1477,884
333,1373
190,819
1705,1175
1183,1355
1934,1588
1680,1685
1357,780
578,839
982,614
562,103
195,668
985,993
1236,1393
291,1360
286,1412
989,17
1772,2
1489,436
381,1305
5,908
1896,83
1099,425
901,1785
9,81
103,1784
1955,513
1025,1327
423,452
1421,1073
682,662
1436,1138
1277,925
1606,1375
1507,83
1503,600
822,1289
1576,741
989,1242
1134,1128
661,1664
871,1591
352,668
1115,1025
1158,334
1449,560
1322,1973
1946,1524
1876,1865
780,226
1141,12
1620,567
1071,843
733,635
1639,867
1030,813
1301,1708
1687,1310
9,1870
1645,953
459,412
1293,1808
901,1869
1796,990
516,242
721,855
390,1564
934,1774
873,339
1729,353
905,1963
747,848
1971,362
39,1139
352,794
808,134
1955,10
1046,581
1887,562
139,1635
1935,592
1070,15
475,1714
1501,1648
45,784
43,1025
1516,1884
1453,1067
1144,1414
298,561
1018,1753
1070,1009
1209,1676
1157,671
1525,771
1932,119
1023,1723
67,603
1472,455
935,38
1035,1114
1801,527
304,729
1010,906
750,209
1493,446
1261,1056
753,1610
1429,1733
1947,1733
1386,1944
1646,1871
63,1638
1908,733
1579,1033
383,789
1086,85
888,1653
613,979
716,1836
557,870
1520,174
1048,875
954,878
791,1373
550,210
1456,754
1159,1954
1974,608
313,335
1273,1136
1932,281
885,245
422,679
340,1531
438,436
271,318
1624,971
451,1096
1003,452
1432,1669
700,1356
101,1589
1294,1045
1737,404
360,1644
186,947
855,1928
1910,1981
1257,1954
1257,1263
1881,709
1624,408
993,1296
345,34
1543,320
942,1252
1609,1905
1644,1769
1428,354
1936,478
866,1605
682,552
162,1866
200,412
1624,1414
561,602
940,308
1566,802
436,102
1939,1069
1816,872
1897,797
1462,1092
414,684
1937,1737
974,382
1504,1507
1585,1736
1580,354
412,1626
790,805
174,1156
1382,71
712,882
328,1092
1906,1635
145,721
1798,39
1413,1311
1905,1322
230,1074
886,259
1577,445
775,445
1413,215
1086,288
433,1706
7,9
943,930
1638,354
1361,195
471,1067
738,1949
123,1766
1447,637
726,1610
1411,1415
824,1375
1494,578
432,821
419,613
1192,840
1979,32
1675,647
457,334
294,878
1004,1680
866,821
1658,1788
1990,440
1262,1741
1959,805
1646,1642
1673,672
1647,44
1404,1568
706,633
1766,405
839,1956
1136,1779
1395,411
1470,1492
774,747
1902,335
182,371
430,557
949,1743
1083,1663
1614,1346
824,24
174,563
692,1252
605,827
1574,777
1993,1060
1482,274
1382,1479
424,183
1266,1
1955,268
613,736
1621,1253
1178,265
268,1786
1533,897
399,1979
285,1366
436,964
630,624
1244,525
626,1047
339,53
268,997
1427,1195
1281,1141
1182,1382
1483,26
1801,402
1421,1311
20,577
954,363
119,1464
1951,899
1695,558
48,599
648,1209
1070,1438
918,568
645,277
1805,175
1540,380
1967,427
962,55
593,1427
366,714
1872,1292
669,1108
1111,43
1399,972
1602,1680
977,1420
856,1224
1022,207
364,1907
1020,1835
1844,750
228,1554
1284,547
508,1202
1440,911
1424,1889
1223,621
1869,839
1189,232
1166,22
1392,1147
1029,241
1648,1619
1360,456
146,428
1533,1322
675,1772
872,929
632,71
774,154
1499,276
433,356
1384,1641
1917,1835
240,1999
826,739
665,525
37,115
9,23
503,1082
1329,1128
1684,455
1689,1125
1873,851
1892,309
1331,1722
393,1599
491,1751
1149,789
1280,200
1108,708
183,709
1180,73
1602,872
389,120
1903,210
1503,486
1701,1571
1081,1041
1525,529
1265,1767
236,296
649,453
1423,263
1746,95
929,1306
407,1041
876,735
97,287
1586,610
1295,670
1192,494
986,1761
8,154
1071,1209
1542,839
1269,1141
1681,719
1443,1503
30,1973
1505,15
408,729
102,791
1693,1458
767,1906
853,1288
1939,446
891,1903
364,1667
533,591
1447,1269
231,1028
372,520
0,1584
1364,1934
1531,1520
674,80
1333,1688
851,1795
1085,88
533,274
901,85
389,1842
160,1497
507,1680
793,119
1507,190
1983,123
1825,1624
1849,1461
1718,858
915,719
92,203
1978,1622
1884,360
631,298
1647,926
1710,220
993,672
1315,907
1278,1903
1068,1872
451,248
156,551
1801,104
17,1543
1726,812
346,1575
1558,657
1369,696
407,887
1536,1994
1889,717
75,1844
1777,400
988,245
409,616
1117,1310
1891,1948
1590,1531
1888,1242
1082,1899
512,490
1425,1647
55,27
666,797
39,1642
731,376
631,373
1407,1347
1174,1639
1868,1685
1537,1402
1584,71
710,583
1520,1649
748,1422
7,964
404,1285
154,874
1221,1758
1825,1867
603,126
1937,1664
1456,1018
1440,393
34,1472
1383,777
772,637
1579,203
1052,1921
1261,1054
280,47
1840,299
418,912
1594,665
1902,1808
652,1139
179,717
1658,242
1755,1642
1041,1495
1242,229
792,1497
1288,1782
1640,589
1720,922
1642,1158
1288,1129
1262,1581
1736,83
1508,10
589,1021
1715,1946
638,1442
1154,1661
47,534
939,1537
1504,1408
376,486
29,1663
1688,377
674,46
1867,1709
1660,1599
891,879
1261,1213
1475,1068
1685,1825
1309,485
67,814
1891,1793
763,924
1331,1647
21,1069
1676,1136
1015,1814
1856,1759
868,1787
225,1747
433,1016
281,835
151,1591
1625,1939
1717,586
1443,1826
1690,856
1201,1805
619,319
771,1158
51,105
121,994
924,606
1735,732
1979,69
1289,1944
1071,386
584,869
1845,1682
143,3
69,211
1630,59
944,507
591,96
1265,1402
538,369
1066,786
501,49
697,574
1796,1967
1915,1256
24,1358
1811,608
875,1502
510,152
30,915
633,401
1933,1949
455,1395
1763,1919
840,690
843,885
831,1359
1114,772
509,936
292,1261
1926,1759
841,290
989,60
332,1296
8,999
309,719
890,1478
1743,1847
925,1783
270,245
1830,1922
1144,1387
1516,1901
1824,1829
865,1956
1393,1146
925,1130
1743,222
311,1587
942,454
1345,1201
332,1212
995,1110
775,1493
584,522
1248,1515
1693,250
1758,1412
1358,1442
1894,342
1463,291
1610,1875
1307,1975
1683,653
1245,1607
1055,51
1817,1216
1783,863
1331,416
1386,129
885,1622
380,893
1776,841
1084,993
500,985
1625,1112
1080,1364
1571,1614
183,1354
1791,778
999,60
827,1580
365,231
1992,1894
1440,615
523,475
255,738
948,368
1357,1117
1117,895
86,1417
1964,1195
1489,1312
1891,462
603,916
772,1489
1780,903
152,934
714,269
1741,1467
1778,723
808,1864
1496,1566
1336,1921
48,517
779,868
1021,209
1555,1914
1991,605
953,548
570,921
1477,1301
460,1504
91,493
934,663
1097,1627
1284,544
894,1372
1430,1623
766,22
545,1576
667,1766
1422,1122
1714,263
1288,1494
1071,31
1961,363
1674,97
1805,1589
342,2
1498,638
873,1415
907,883
614,1489
12,116
1295,1602
784,136
882,1255
770,705
495,400
1315,1498
974,482
137,325
1552,1964
1268,377
1633,634
1329,394
1823,568
1723,1363
329,391
1957,36
716,6
1068,1476
739,1210
1844,1299
485,63
1945,638
356,1905
1770,1865
666,184
946,748
1054,1589
153,531
243,617
1927,764
1707,1517
632,713
151,1083
992,159
1246,262
1156,1300
892,753
1327,1503
1618,445
69,833
787,803
1736,1535
1422,1248
1712,1703
473,380
69,637
94,728
1685,709
1345,1969
520,511
1947,411
254,1391
1389,1454
632,99
649,457
276,1082
349,777
1907,585
797,1627
1738,193
1988,1679
1498,758
1689,414
111,1739
1309,1387
1555,587
652,1126
191,132
1091,1490
800,1164
1439,1693
1534,1128
268,941
1247,491
984,863
1119,554
656,655
523,1963
1452,1329
1251,1403
582,1880
36,1260
890,1941
1524,353
590,1727
967,750
815,178
1269,1125
1301,451
634,1271
703,278
721,258
552,301
299,548
1881,206
433,512
1453,481
376,946
586,1092
1132,76
1221,451
1135,1011
565,132
1224,1727
491,553
1552,761
832,205
1922,245
932,1951
1680,1647
159,922
1043,882
1079,512
902,229
1576,284
1191,1341
1026,1591
1534,812
1884,1720
1683,1099
1998,1140
677,1439
1330,1343
405,1807
391,1976
928,1652
1764,1391
707,165
1691,319
1828,361
565,1892
1862,1450
748,238
384,558
1278,1792
518,77
1927,1521
1381,860
1722,1258
1824,448
1015,518
1912,334
1981,1667
1235,939
57,1603
356,1159
687,1993
432,653
1975,558
1324,1820
888,1413
759,1366
1474,1371
722,913
1130,1804
1461,746
1489,1039
768,404
272,1290
1192,662
157,1793
1502,1036
666,1107
432,1395
1914,514
1819,849
1380,1455
1444,696
1081,1941
1210,1259
992,236
1876,1864
1860,627
1342,273
521,1150
1053,380
953,1128
614,485
496,1265
1057,713
1023,1791
1713,713
221,1624
732,612
1851,1503
496,600
736,1387
158,1070
1526,1694
1250,990
12,123
1727,1013
1409,1099
1373,1447
41,940
1854,1993
1062,415
4,208
707,1103
86,717
627,491
1835,1811
1673,1579
0,1494
1327,1304
1545,1446
161,261
171,1505
506,993
736,177
919,924
1875,326
1748,1940
1265,308
1278,1696
476,1704
1139,329
1012,1624
1748,517
1237,1984
150,9
1269,1333
1828,417
324,1138
48,746
1190,208
1201,1698
429,1317
1936,728
4,1431
476,1963
363,997
226,339
1440,402
536,1497
387,432
1437,1158
666,1599
1935,1882
965,1369
745,1407
1319,1571
1860,1072
947,1673
1590,604
1074,1775
1011,721
1955,229
1014,1002
1874,1695
1805,1976
761,314
299,1455
289,1113
1896,1002
1913,1653
1532,1916
1622,70
115,908
1253,780
1428,1279
349,1257
558,1241
1247,1708
382,1391
1784,665
1837,822
1319,414
1481,600
1157,1359
1846,1200
168,1454
1888,968
1411,260
905,1877
146,1419
39,1403
311,105
1974,194
691,1799
351,659
320,1487
726,1073
1788,704
140,208
1285,791
978,189
289,560
515,1916
1884,399
1150,966
1696,401
516,5
758,872
1000,724
164,469
239,1973
1244,400
69,971
1285,902
1601,1390
1557,993
1657,1734
1182,186
973,250
831,666
1898,497
1087,389
123,1350
1355,1884
967,1236
1147,444
1101,908
598,57
1028,249
1621,493
712,902
125,674
1522,730
18,1183
76,1001
883,575
1055,770
1666,529
1306,990
261,700
1368,1737
237,514
1900,1802
1845,1643
858,518
545,1747
1841,1236
709,22
1771,712
264,926
1754,1408
233,1823
1736,329
1491,226
1998,208
1547,1144
1003,1071
1393,116
304,1683
558,185
315,781
1964,887
1452,176
1010,712
624,397
1742,562
664,791
522,235
1385,1136
904,57
1256,1614
1968,1083
1884,1376
757,1876
176,1181
1756,1741
543,1011
604,214
399,784
980,1785
1981,209
1897,841
166,34
173,715
247,478
1416,724
1027,336
678,1307
1070,234
341,1238
1173,1361
1643,1840
615,1137
99,416
102,210
1754,811
1391,1340
643,1933
618,1795
1763,713
885,1775
1252,488
843,909
248,1541
1126,934
412,1165
1478,1661
1286,1650
1738,1438
1164,375
1974,1193
1931,570
475,564
1067,274
1584,312
729,1842
133,577
1176,1888
45,1745
1590,670
1621,313
1318,1424
1701,984
1666,1979
1884,968
1864,230
249,55
1063,1494
727,1975
1036,982
961,968
801,1747
109,966
1925,1518
1912,1994
1612,351
102,960
391,657
250,214
200,441
362,631
357,1647
1014,471
986,641
1746,1609
1436,301
1580,966
53,791
1999,1203
1311,1731
1999,571
502,1918
972,1759
1701,166
1905,1942
150,87
1374,1208
838,1442
21,340
1873,335
91,198
1788,939
831,877
964,1936
1166,85
595,1083
1861,1355
682,959
1407,1194
138,1171
745,1843
1058,554
294,1744
1275,770
1054,301
491,614
906,1786
1616,1926
1693,308
432,1209
1107,319
1228,1479
495,232
94,384
813,927
117,985
1912,1675
331,1120
1582,524
1922,1327
390,14
1150,629
1336,1373
1082,1342
1405,1187
1649,463
1062,232
835,667
1927,1501
633,631
1092,1569
1712,1429
488,989
1590,513
1005,1615
243,140
1547,1797
998,879
546,209
838,1079
1998,1498
85,885
428,1458
682,1573
977,109
925,1971
142,558
462,190
117,1954
419,1579
1003,1156
1081,751
1727,1719
184,1391
1672,1918
1662,773
885,1034
882,522
649,1162
361,1917
1143,1985
1332,885
1839,795
41,1727
286,1775
1623,1544
971,1695
383,1248
152,84
1363,1367
476,99
1107,1118
992,1252
36,1268
878,1731
1669,1991
1593,42
12,398
497,388
1712,1990
924,1170
815,581
1741,1966
403,247
923,421
1921,83
623,1150
1657,448
1599,661
1493,389
1432,613
1125,1350
825,1441
1276,120
1182,456
237,847
251,1493
1830,1292
373,1671
1646,983
113,631
258,1412
964,794
953,1742
329,1440
1434,112
1301,1686
1629,1678
1263,394
307,1059
1118,1545
1109,1344
1313,1667
22,529
751,803
1836,1955
845,1057
251,51
439,1973
160,823
1329,338
1082,1623
657,1843
469,174
1913,353
1503,1036
1191,186
1394,1928
1231,1141
1881,1269
756,977
1255,1657
1988,1649
1834,1206
1241,1450
1938,1229
1938,1559
476,765
439,478
539,407
629,295
626,1367
459,1615
718,723
250,1116
1361,1790
893,1090
60,1031
1722,1115
1163,316
669,881
294,1724
1464,138
570,885
1910,835
645,438
1753,1504
1799,445
1809,765
1906,1144
265,419
274,1175
446,1876
1310,676
1626,489
1481,1446
403,1024
894,1887
544,1429
1489,913
1462,634
1082,895
1804,1679
86,1674
1983,1981
1482,233
1934,739
424,1094
1528,1172
990,1979
1553,499
552,1138
996,97
226,301
707,235
1658,1203
501,937
245,137
442,1515
447,902
512,1108
1356,603
841,757
1676,1113
1338,402
992,1905
1180,1789
1312,1267
1035,802
1164,1616
1711,653
1318,249
1297,1018
1493,1233
146,17
304,1370
1389,483
1309,1417
1591,1430
1125,1944
611,335
439,328
1919,1136
1645,924
861,1366
266,1494
916,804
1849,412
1138,1865
790,38
164,177
502,221
426,1889
303,517
811,1782
157,1566
1289,758
955,993
468,503
1196,931
580,959
1415,887
679,348
1557,427
1261,1910
1369,1345
631,993
1704,73
1306,786
827,8
1417,414
1309,273
1224,1041
1458,1608
895,773
1754,1882
687,249
1442,268
74,1510
1970,450
760,163
932,1604
659,1064
499,615
885,316
1906,1694
1784,1734
815,1050
1827,1023
1193,608
1015,541
384,549
631,570
52,1151
551,848
550,1792
1343,1145
298,876
563,259
1627,1176
611,1007
951,1585
1769,1679
1681,654
1893,1779
1668,1463
1072,275
20,175
1623,1940
1788,909
1809,1256
48,995
1766,627
168,1299
1360,1284
1396,920
1321,128
968,1217
579,261
1597,1506
1480,1677
1438,1690
134,1156
1525,1880
1844,1018
1754,363
1097,1755
1845,1840
715,89
1452,558
866,799
1764,824
1349,723
1481,1427
1865,1685
47,1205
392,1463
1331,519
1939,1449
1724,1496
138,1164
1356,204
1601,1389
1805,1408
581,624
535,1545
1224,1829
801,197
1641,1632
1977,1505
1292,1735
1639,1737
99,751
824,1924
1449,310
1378,1280
699,1151
480,823
1301,1769
1502,112
347,1513
91,966
711,855
750,1417
1183,726
1565,212
1602,78
922,1518
939,574
1459,1559
483,1575
1820,373
1482,1671
1901,1261
1323,440
230,1200
989,548
1936,1353
1537,369
1164,1027
1796,859
86,1518
1450,1322
1493,738
1071,318
111,584
1376,883
1707,1451
594,1657
149,981
1280,92
972,1693
754,310
1971,109
544,1197
1914,1434
554,1048
681,610
683,1955
386,1412
140,522
260,1357
394,1740
171,113
180,186
1832,389
567,1709
1843,440
1908,1671
758,892
1059,314
265,1296
1337,781
389,728
1097,1227
13,1759
915,844
1354,1715
958,203
1536,1709
1487,519
1492,301
1269,1024
24,906
1221,1624
1543,1769
800,869
28,1819
1108,441
723,1085
1810,908
506,1493
1124,1248
1704,476
756,1025
666,1825
1624,1606
1921,1724
222,204
4,4
1642,889
278,1654
1912,333
1386,445
667,267
1539,663
1491,329
1155,1300
998,276
1557,1013
103,704
178,1644
175,1018
848,1195
1413,659
864,249
1080,1545
376,1646
1348,1055
1119,1929
360,802
1873,983
1547,1997
721,1180
872,518
1824,1941
442,1805
1537,1130
1220,112
1769,1356
160,110
1352,388
163,1317
241,1490
827,194
1783,1520
461,1941
1433,659
1760,327
1082,1051
1198,620
1564,595
65,205
279,847
1171,1610
510,589
1577,327
682,201
1504,1126
103,1923
1704,1231
1697,1358
1008,1194
1072,911
669,560
194,1535
575,175
861,1744
1539,755
1246,614
1564,424
1602,60
349,1645
1080,1128
1904,1341
165,1298
56,862
1416,486
872,1474
1192,1988
1093,568
868,760
274,654
361,1328
1764,1004
961,723
439,795
500,1778
1327,1757
1271,792
